VENUE,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS,SPREAD
Home,44,100,4,20,16,21,27,24,51,22,21,3,10,8,108,1
Road,43,76,12,30,24,32,7,26,33,31,20,9,10,7,122,2.5
Home,40,82,9,25,17,24,13,26,39,23,25,5,15,3,106,-2.5
Road,49,90,12,21,13,16,7,35,42,26,14,5,8,4,123,3
Home,42,90,9,18,15,17,8,31,39,23,18,7,11,2,108,-3
Road,36,91,7,19,6,10,11,27,38,29,11,7,9,3,85,15.5
Home,46,91,18,37,11,12,12,42,54,32,13,4,12,8,121,-15.5
Road,32,88,7,22,30,38,15,42,57,11,21,5,14,5,101,2
Home,35,91,8,28,16,23,9,39,48,21,32,9,14,7,94,-2
Road,40,90,6,27,13,19,12,48,60,25,17,8,22,1,99,-9.5
Home,35,91,6,33,18,26,8,32,40,17,20,16,11,3,94,9.5
Road,40,86,13,26,16,21,9,30,39,19,19,3,8,0,109,3
Home,40,75,7,17,19,24,6,33,39,22,17,5,15,8,106,-3
Road,39,87,6,22,14,17,9,30,39,22,22,6,14,4,98,8
Home,40,80,12,26,24,28,7,33,40,32,16,5,12,8,116,-8
Road,40,86,6,21,16,20,12,27,39,22,18,7,9,3,102,7
Home,46,94,11,24,15,15,16,34,50,26,16,6,9,8,118,-7
Road,34,92,3,13,15,17,18,29,47,16,19,8,15,3,86,10.5
Home,37,75,5,19,17,25,9,35,44,21,15,7,12,17,96,-10.5
Road,39,89,10,22,22,30,14,35,49,23,22,5,13,6,110,11.5
Home,45,86,8,16,20,22,4,33,37,35,24,8,7,11,118,-11.5
Road,28,82,6,26,7,14,10,33,43,14,16,9,21,1,69,10
Home,43,88,11,25,6,9,9,42,51,20,18,14,16,5,103,-10
Road,38,76,13,28,20,27,9,32,41,23,21,7,19,4,109,-8.5
Home,37,82,11,22,18,22,9,27,36,24,24,12,13,4,103,8.5
Road,45,89,7,22,14,18,16,47,63,27,24,3,20,8,111,-15.5
Home,35,89,10,29,17,27,10,26,36,24,17,11,8,5,97,15.5
Road,40,79,4,15,24,29,7,28,35,21,20,8,11,4,108,7
Home,44,92,12,26,15,18,16,33,49,25,22,7,15,6,115,-7
Road,36,82,9,21,10,12,7,30,37,18,18,8,15,3,91,3
Home,37,77,13,28,18,25,7,33,40,18,19,10,12,8,105,-3
Road,43,85,6,16,19,24,11,24,35,30,14,14,12,4,111,8.5
Home,48,85,11,29,9,14,13,29,42,31,19,9,17,7,116,-8.5
Road,36,78,9,27,36,40,6,39,45,17,26,4,12,3,117,2
Home,40,83,10,21,22,28,3,31,34,23,26,7,7,4,112,-2
Road,48,95,22,38,12,14,5,37,42,35,21,8,12,7,130,-8.5
Home,41,93,9,29,21,22,11,35,46,25,15,4,12,8,112,8.5
Road,32,89,8,30,23,26,17,40,57,19,21,5,11,6,95,3
Home,31,86,6,23,22,26,12,38,50,21,21,4,12,6,90,-3
Road,38,87,9,18,16,23,14,37,51,19,21,6,13,4,101,8.5
Home,35,83,9,32,14,20,8,30,38,22,18,6,11,13,93,-8.5
Road,42,80,5,14,14,21,6,34,40,24,22,3,9,5,103,9
Home,46,94,10,24,13,21,15,30,45,30,17,5,6,4,115,-9
Road,42,80,10,28,21,26,9,36,45,26,25,8,18,4,115,-3.5
Home,40,83,9,22,22,30,8,26,34,28,18,11,12,2,111,3.5
Road,32,81,10,21,15,17,9,33,42,21,18,2,17,9,89,7.5
Home,39,87,8,29,13,17,8,34,42,24,16,7,8,4,99,-7.5
Road,33,84,5,23,26,31,15,36,51,15,17,11,17,3,97,6.5
Home,44,88,14,38,7,12,9,31,40,32,20,12,16,6,109,-6.5
Road,40,76,10,24,11,13,3,23,26,19,22,6,14,3,101,-4
Home,46,84,11,19,19,23,13,29,42,29,14,7,11,5,122,4
Road,35,86,8,27,7,12,15,25,40,22,14,5,10,4,85,2
Home,39,80,6,19,8,11,11,31,42,24,12,4,11,6,92,-2
Road,31,66,12,30,28,39,4,26,30,18,27,8,14,8,102,-10
Home,40,82,4,15,29,36,18,26,44,23,28,9,13,5,113,10
Road,31,82,9,36,8,10,7,30,37,24,21,12,10,3,79,3
Home,32,78,8,21,15,18,14,39,53,17,19,4,17,6,87,-3
Road,42,104,18,46,18,28,22,30,52,25,22,9,14,4,120,0
Home,49,89,15,25,19,23,8,42,50,31,21,7,16,8,132,0
Road,40,83,8,22,12,18,7,33,40,20,30,4,12,8,100,9.5
Home,35,81,6,20,29,45,14,31,45,18,18,8,10,7,105,-9.5
Road,46,94,10,25,18,21,14,39,53,28,24,8,13,3,120,-11
Home,39,92,8,21,19,27,12,28,40,28,19,5,11,7,105,11
Road,33,82,10,39,29,42,7,28,35,21,28,12,12,5,105,-7
Home,35,71,7,21,32,40,10,44,54,22,34,9,23,1,109,7
Road,34,83,13,38,13,14,16,28,44,24,13,8,17,4,94,1
Home,34,65,3,8,14,17,2,25,27,21,11,10,13,10,85,-1
Road,35,88,7,25,11,14,12,37,49,20,15,11,11,3,88,1.5
Home,32,91,4,19,12,15,19,36,55,16,16,5,14,7,80,-1.5
Road,37,86,4,17,10,13,9,38,47,23,17,9,16,12,88,-6
Home,35,87,8,19,13,19,10,36,46,18,12,11,14,5,91,6
Road,32,81,8,22,19,25,10,25,35,19,16,10,16,4,91,12
Home,48,86,15,31,13,17,8,35,43,38,19,10,12,4,124,-12
Road,31,80,4,18,9,14,10,34,44,15,17,4,15,4,75,14.5
Home,35,81,10,26,11,13,7,38,45,18,20,7,12,5,91,-14.5
Road,39,93,5,19,13,19,14,31,45,15,20,9,11,7,96,8
Home,40,85,7,22,20,24,9,37,46,22,16,8,14,6,107,-8
Road,41,76,5,9,4,7,5,35,40,23,20,5,13,7,91,6.5
Home,35,85,9,33,13,17,10,29,39,18,14,6,12,3,92,-6.5
Road,46,91,13,25,12,20,9,35,44,27,17,10,9,3,117,7
Home,38,78,13,33,13,17,2,31,33,23,15,5,14,6,102,-7
Road,40,88,9,29,13,16,14,36,50,23,19,6,19,2,102,5
Home,41,91,12,24,15,23,11,29,40,28,16,13,9,7,109,-5
Road,43,87,8,24,15,24,13,31,44,31,20,13,16,10,109,-11.5
Home,36,82,7,19,25,30,10,27,37,26,20,8,15,5,104,11.5
Road,39,90,8,20,17,19,10,35,45,18,27,10,13,4,103,1
Home,30,76,11,28,26,34,9,36,45,22,18,8,17,10,97,-1
Road,39,82,10,28,17,21,3,33,36,21,21,7,8,5,105,-7
Home,34,74,8,18,24,27,6,38,44,21,24,4,16,2,100,7
Road,44,88,3,19,22,27,14,39,53,21,22,5,12,5,113,-9.5
Home,34,87,7,16,24,30,11,31,42,16,25,7,12,1,99,9.5
Road,40,92,13,37,14,17,13,34,47,26,27,9,15,3,107,10
Home,41,91,8,35,21,29,13,33,46,22,17,10,13,7,111,-10
Road,40,80,4,15,16,23,13,20,33,23,26,13,20,2,100,-3
Home,39,77,6,19,23,24,11,29,40,21,23,10,20,4,107,3
Road,45,84,17,42,15,22,7,34,41,32,17,10,16,5,122,-1
Home,39,92,12,30,11,12,10,33,43,25,22,7,18,2,101,1
Road,43,80,7,16,11,15,10,21,31,23,24,8,14,4,104,11.5
Home,40,83,10,34,23,27,17,25,42,29,17,6,12,8,113,-11.5
Road,31,89,6,22,11,20,15,37,52,13,15,3,11,7,79,2.5
Home,35,80,8,20,13,21,7,41,48,24,18,5,8,5,91,-2.5
Road,39,98,8,25,16,19,17,27,44,24,19,9,6,3,102,7
Home,43,80,11,24,21,25,9,36,45,30,15,4,15,5,118,-7
Road,45,87,14,25,11,15,14,39,53,28,16,4,10,6,115,8.5
Home,38,82,15,32,16,21,6,28,34,29,12,7,6,5,107,-8.5
Road,31,77,11,29,16,20,13,35,48,22,19,8,22,5,89,3
Home,33,74,9,23,12,22,4,28,32,22,21,13,14,9,87,-3
Road,42,91,8,20,12,23,14,26,40,23,25,6,17,4,104,1
Home,45,80,5,13,18,32,9,34,43,29,18,8,17,6,113,-1
Road,37,77,7,14,7,12,6,30,36,23,16,8,14,6,88,11
Home,42,81,8,14,20,24,10,34,44,26,12,7,10,4,112,-11
Road,37,94,15,37,14,15,8,37,45,26,27,7,9,4,103,8.5
Home,33,76,6,17,32,40,7,39,46,18,19,7,16,9,104,-8.5
Road,39,93,7,27,22,26,14,27,41,13,24,6,10,6,107,4.5
Home,47,93,13,28,12,20,15,37,52,31,21,6,13,4,119,-4.5
Road,42,96,9,30,10,11,11,36,47,21,17,8,17,6,103,5
Home,40,89,7,27,22,25,11,35,46,19,12,12,13,8,109,-5
Road,36,85,8,28,18,27,8,38,46,21,22,8,10,7,98,10
Home,39,87,15,34,21,28,11,39,50,23,20,9,12,5,114,-10
Road,35,85,4,16,10,14,9,38,47,15,16,7,16,0,84,13
Home,36,79,7,20,13,15,3,41,44,26,12,10,13,6,92,-13
Road,39,89,10,38,7,9,11,34,45,22,20,3,14,2,95,-9
Home,41,89,8,22,14,19,10,36,46,28,16,10,9,5,104,9
Road,37,89,6,25,14,18,7,27,34,15,14,9,8,2,94,-5
Home,39,76,13,30,15,16,5,40,45,19,12,4,17,9,106,5
Road,35,73,5,22,16,23,9,27,36,18,22,8,18,3,91,9.5
Home,45,83,9,22,14,22,10,29,39,27,16,13,14,4,113,-9.5
Road,32,80,6,24,24,32,9,32,41,18,25,10,15,5,94,5
Home,37,82,4,19,18,28,11,36,47,21,29,9,16,5,96,-5
Road,51,96,8,26,22,22,8,34,42,33,22,9,14,2,132,8
Home,50,100,13,29,16,23,13,32,45,37,22,7,14,2,129,-8
Road,37,93,14,30,17,22,7,35,42,24,21,8,7,2,105,2
Home,42,91,8,30,20,26,15,47,62,22,22,4,14,6,112,-2
Road,36,84,6,18,19,28,14,28,42,20,24,7,14,1,97,7.5
Home,40,80,5,15,23,33,12,33,45,23,20,9,11,7,108,-7.5
Road,35,84,3,13,17,26,16,33,49,16,16,4,15,9,90,9
Home,41,97,5,32,14,17,17,28,45,26,21,10,11,6,101,-9
Road,39,94,13,31,18,26,15,30,45,23,24,9,10,5,109,-1.5
Home,42,81,12,22,16,35,13,35,48,25,23,3,16,11,112,1.5
Road,44,83,7,18,9,13,8,23,31,23,19,11,10,4,104,13.5
Home,44,77,7,18,15,18,8,29,37,25,12,7,14,5,110,-13.5
Road,35,94,9,32,15,23,18,39,57,20,27,4,22,2,94,7.5
Home,40,90,7,22,29,39,12,40,52,28,22,10,12,7,116,-7.5
Road,43,96,18,35,16,21,15,36,51,31,19,3,11,6,120,14
Home,43,88,21,45,21,23,7,33,40,30,16,8,7,10,128,-14
Road,45,94,10,26,16,24,13,35,48,31,22,5,9,7,116,-1.5
Home,37,85,10,23,21,26,7,36,43,23,19,6,11,3,105,1.5
Road,37,77,11,24,25,30,6,25,31,24,26,15,19,4,110,-5
Home,42,77,5,11,31,36,7,33,40,24,23,13,20,1,120,5
Road,36,88,6,24,11,17,11,29,40,20,16,2,13,3,89,-4
Home,48,89,7,19,8,12,12,38,50,32,21,5,13,7,111,4
Road,39,73,12,29,25,28,7,41,48,24,18,6,13,7,115,-9
Home,37,85,4,15,13,20,9,27,36,22,18,6,7,1,91,9
Road,43,95,13,34,13,14,5,34,39,34,21,6,4,7,112,1
Home,34,88,7,29,20,28,14,39,53,25,14,2,11,4,95,-1
Road,37,83,14,34,19,25,15,38,53,21,23,6,9,5,107,-8
Home,33,79,8,23,19,28,10,31,41,20,23,5,8,0,93,8
Road,39,83,9,21,6,7,7,38,45,21,16,5,12,9,93,-4
Home,32,84,4,11,16,19,9,32,41,18,13,9,10,4,84,4
Road,37,86,4,15,14,17,13,21,34,14,17,8,12,3,92,10.5
Home,44,85,7,20,16,18,13,34,47,19,18,6,17,5,111,-10.5
Road,41,74,16,29,17,21,5,30,35,30,11,6,8,8,115,-2
Home,37,84,4,15,13,15,9,28,37,26,16,6,9,3,91,2
Road,35,84,8,29,24,27,17,32,49,14,23,7,19,3,102,-7.5
Home,37,85,7,31,18,21,12,32,44,19,24,7,20,3,99,7.5
Road,39,93,10,38,17,24,10,43,53,21,22,5,13,6,105,15
Home,38,91,8,25,24,30,11,45,56,21,21,9,10,5,108,-15
Road,37,94,7,29,9,13,20,24,44,24,19,7,15,5,90,8.5
Home,38,80,10,28,19,26,17,27,44,24,19,13,14,11,105,-8.5
Road,38,85,7,33,18,27,11,33,44,17,18,7,14,3,101,2.5
Home,41,87,9,26,13,20,15,35,50,25,23,9,13,6,104,-2.5
Road,42,88,8,24,19,24,12,29,41,22,24,6,13,2,111,2.5
Home,51,82,9,20,22,30,6,35,41,32,18,11,11,3,133,-2.5
Road,42,90,10,30,11,12,9,28,37,27,20,10,12,3,105,21.5
Home,44,83,14,33,15,20,7,37,44,32,15,9,18,4,117,-21.5
Road,39,72,7,18,16,29,6,36,42,23,17,12,18,2,101,-6.5
Home,33,87,7,28,15,17,12,30,42,15,26,12,18,0,88,6.5
Road,41,77,3,11,14,18,10,26,36,20,10,8,20,2,99,10
Home,48,84,5,16,9,12,7,25,32,25,14,11,12,4,110,-10
Road,41,86,11,26,26,32,12,41,53,29,22,7,10,5,119,-2
Home,38,93,8,24,16,23,12,28,40,19,21,4,9,7,100,2
Road,36,85,5,22,25,28,7,41,48,22,13,4,8,13,102,-3.5
Home,40,106,9,22,11,15,18,40,58,22,17,4,7,5,100,3.5
Road,37,72,5,15,22,30,10,33,43,23,21,9,14,7,101,-7
Home,33,83,6,19,15,24,13,26,39,19,22,8,14,4,87,7
Road,41,84,15,33,19,23,7,29,36,22,34,9,21,2,116,5.5
Home,41,81,7,26,32,40,11,30,41,22,18,10,18,3,121,-5.5
Road,36,89,10,31,9,13,6,36,42,26,26,9,14,6,91,-4.5
Home,32,75,8,19,27,37,6,41,47,18,16,11,13,3,99,4.5
Road,36,88,11,32,14,15,9,25,34,23,20,14,3,6,97,1.5
Home,31,70,9,24,17,19,6,38,44,20,20,3,21,4,88,-1.5
Road,26,85,7,20,16,22,7,30,37,11,19,5,9,6,75,13.5
Home,46,89,17,32,14,19,13,44,57,26,18,4,7,7,123,-13.5
Road,37,89,7,15,12,19,11,32,43,20,20,11,14,2,93,11
Home,38,80,14,29,15,18,5,37,42,25,23,6,19,10,105,-11
Road,31,89,7,19,21,27,18,31,49,14,17,7,16,4,90,3
Home,44,84,11,25,15,18,9,36,45,29,23,13,14,5,114,-3
Road,37,87,10,26,14,16,12,29,41,22,19,5,15,6,98,6
Home,39,90,3,19,15,17,13,31,44,20,16,9,11,6,96,-6
Road,37,79,5,14,26,39,14,25,39,19,18,7,18,5,105,4
Home,56,91,14,27,13,19,5,30,35,40,29,11,10,5,139,-4
Road,38,87,7,25,17,18,9,55,64,26,7,6,15,6,100,-10.5
Home,30,96,16,44,9,10,9,36,45,20,18,8,10,5,85,10.5
Road,31,82,6,21,14,22,14,31,45,16,21,10,19,7,82,-4
Home,33,87,4,19,18,20,16,37,53,20,18,6,16,4,88,4
Road,38,79,9,25,21,42,14,41,55,23,24,7,14,5,106,1.5
Home,31,86,14,40,24,28,10,28,38,21,31,5,11,5,100,-1.5
Road,36,86,5,23,17,27,7,41,48,26,19,6,17,7,94,12.5
Home,38,87,11,25,15,23,7,48,55,27,23,11,16,6,102,-12.5
Road,37,83,14,33,9,13,11,33,44,24,19,3,18,7,97,1.5
Home,36,80,11,23,22,28,8,36,44,26,19,14,11,4,105,-1.5
Road,38,78,13,29,20,24,11,31,42,24,29,4,14,7,109,-1
Home,41,95,6,19,17,27,20,26,46,18,19,5,10,4,105,1
Road,38,84,5,24,13,17,15,34,49,23,23,6,22,4,94,7
Home,37,77,6,15,25,34,9,29,38,21,23,13,13,9,105,-7
Road,37,84,9,31,16,18,7,34,41,26,17,8,7,9,99,-4.5
Home,30,87,8,23,11,17,14,39,53,20,15,2,16,1,79,4.5
Road,35,77,3,17,16,18,9,34,43,17,19,11,20,2,89,5.5
Home,35,85,8,25,13,17,14,28,42,18,15,7,15,1,91,-5.5
Road,36,80,8,17,12,18,11,33,44,27,17,6,17,0,92,20
Home,36,75,12,24,16,22,6,32,38,23,18,10,12,8,100,-20
Road,39,89,12,35,13,18,9,37,46,19,21,6,18,6,103,-5.5
Home,37,92,9,32,13,29,16,38,54,14,23,11,15,2,96,5.5
Road,43,89,9,26,16,20,10,32,42,30,19,6,20,4,111,-2.5
Home,47,84,8,18,18,25,6,34,40,27,15,13,16,6,120,2.5
Road,41,86,3,17,15,26,14,41,55,26,23,6,17,13,100,-10
Home,37,102,6,20,22,29,19,30,49,14,21,9,9,5,102,10
Road,35,94,4,21,13,21,13,42,55,26,19,12,17,4,87,14
Home,38,87,12,38,19,24,9,41,50,29,17,10,17,7,107,-14
Road,48,90,5,16,13,18,13,31,44,26,18,6,13,6,114,8.5
Home,36,86,7,19,15,21,17,32,49,18,18,11,19,4,94,-8.5
Road,37,77,11,24,18,22,5,37,42,28,20,5,15,4,103,5
Home,36,90,9,25,19,22,13,32,45,19,19,5,9,6,100,-5
Road,36,83,10,27,13,17,8,32,40,28,15,10,13,7,95,-5.5
Home,40,90,13,29,8,9,14,37,51,29,16,7,16,4,101,5.5
Road,42,76,16,29,17,22,5,21,26,22,17,9,12,4,117,8
Home,45,87,10,32,19,24,17,29,46,25,13,10,14,1,119,-8
Road,37,88,9,24,26,34,16,32,48,20,25,12,15,6,109,2.5
Home,41,90,14,34,20,27,15,35,50,26,20,9,15,10,116,-2.5
Road,33,90,10,39,15,21,9,39,48,24,20,5,9,7,91,16.5
Home,36,84,7,27,21,27,8,47,55,23,14,9,11,6,100,-16.5
Road,39,85,8,24,12,14,8,40,48,18,18,4,10,5,98,5.5
Home,31,81,13,33,14,24,12,35,47,23,17,4,11,4,89,-5.5
Road,36,101,4,24,15,20,20,32,52,20,11,11,11,2,91,6
Home,42,84,14,23,7,7,7,39,46,24,12,4,17,8,105,-6
Road,39,98,12,38,20,31,11,46,57,27,23,9,12,6,110,1
Home,38,95,9,30,23,26,5,43,48,25,27,5,15,8,108,-1
Road,30,71,12,28,27,29,11,30,41,16,19,8,18,12,99,-6.5
Home,37,91,7,19,14,17,18,24,42,16,25,13,14,7,95,6.5
Road,46,86,8,24,10,12,4,33,37,34,22,13,20,8,110,2
Home,47,86,4,17,15,25,9,31,40,31,15,14,16,6,113,-2
Road,35,79,9,23,6,10,10,24,34,25,20,11,15,1,85,9
Home,38,72,8,22,14,23,11,32,43,13,11,9,15,5,98,-9
Road,42,82,12,22,16,17,7,31,38,23,22,5,18,6,112,-7
Home,38,87,7,21,23,29,16,25,41,20,16,7,13,5,106,7
Road,41,87,8,23,19,30,11,33,44,28,14,10,14,1,109,12
Home,38,83,20,43,10,13,8,33,41,25,24,12,22,7,106,-12
Road,38,86,10,26,20,25,9,35,44,22,24,6,12,7,106,-7
Home,36,93,7,23,20,26,17,39,56,19,22,5,16,3,99,7
Road,44,84,8,23,19,23,6,42,48,27,24,9,13,4,115,-11
Home,34,83,16,37,18,26,8,30,38,23,22,3,16,1,102,11
Road,32,76,10,20,20,34,7,38,45,17,16,8,10,2,94,1.5
Home,34,88,9,25,13,15,11,36,47,21,25,6,11,10,90,-1.5
Road,40,80,6,18,9,10,6,26,32,18,21,8,13,3,95,10
Home,35,77,5,20,27,30,15,32,47,28,14,11,14,5,102,-10
Road,41,88,8,21,25,31,11,37,48,27,20,4,7,5,115,8.5
Home,40,92,9,29,17,24,15,35,50,27,22,3,10,10,106,-8.5
Road,34,88,6,19,19,27,12,30,42,16,17,9,13,4,93,6.5
Home,41,79,10,15,18,23,8,37,45,21,19,9,15,4,110,-6.5
Road,42,76,8,22,14,23,5,27,32,31,21,11,12,7,106,5
Home,33,85,8,23,13,21,21,29,50,20,23,5,20,3,87,-5
Road,34,76,9,26,26,27,11,24,35,23,13,15,15,4,103,7.5
Home,45,83,16,29,6,13,15,31,46,34,19,7,17,1,112,-7.5
Road,38,82,7,27,27,32,15,35,50,21,21,5,19,5,110,-3.5
Home,41,102,13,42,23,26,22,23,45,24,24,11,9,5,118,3.5
Road,32,83,14,40,10,17,15,29,44,19,17,6,10,4,88,-1.5
Home,29,71,4,21,16,18,6,35,41,20,18,8,16,4,78,1.5
Road,43,94,11,30,12,21,17,34,51,31,29,8,14,1,109,6
Home,43,85,8,19,20,33,10,34,44,27,17,9,11,4,114,-6
Road,41,89,8,21,17,26,12,34,46,22,21,4,14,4,107,4
Home,43,90,10,26,23,29,13,30,43,27,21,10,10,3,119,-4
Road,39,81,10,27,13,17,4,29,33,27,20,9,10,10,101,-8
Home,33,78,8,27,12,19,12,33,45,16,19,5,21,1,86,8
Road,39,74,7,26,17,22,6,28,34,30,16,10,11,4,102,3.5
Home,40,85,2,7,16,20,15,29,44,28,17,6,14,7,98,-3.5
Road,34,81,7,22,17,20,7,46,53,17,18,5,16,3,92,-4.5
Home,33,96,7,25,14,20,18,33,51,20,18,7,10,9,87,4.5
Road,38,85,9,24,26,33,11,26,37,23,16,8,13,4,111,12
Home,50,88,18,30,18,22,11,32,43,30,23,5,12,8,136,-12
Road,41,91,8,30,17,22,9,41,50,30,25,8,12,1,107,-9
Home,37,90,6,21,20,29,11,36,47,22,17,6,11,4,100,9
Road,37,82,7,18,12,16,14,35,49,20,16,5,17,1,93,2
Home,40,88,13,34,14,17,11,30,41,31,15,10,8,6,107,-2
Road,32,88,11,35,15,21,11,32,43,20,22,5,6,6,90,5.5
Home,34,78,6,23,22,31,7,40,47,19,16,6,11,8,96,-5.5
Road,32,80,5,22,20,25,12,31,43,14,14,7,13,1,89,3
Home,44,84,9,14,10,14,7,34,41,22,17,6,9,4,107,-3
Road,30,81,12,31,18,30,11,40,51,19,19,13,24,4,90,15
Home,39,95,11,34,14,19,13,37,50,26,21,16,16,3,103,-15
Road,34,77,11,29,13,19,13,29,42,22,20,6,20,11,92,-1
Home,39,87,7,19,23,26,12,30,42,18,15,13,11,1,108,1
Road,41,75,18,36,9,10,2,39,41,30,14,4,16,8,109,-6
Home,35,88,4,16,6,12,12,29,41,20,14,7,10,1,80,6
Road,46,87,15,33,17,24,13,42,55,32,21,10,17,4,124,-8.5
Home,37,88,10,30,18,27,10,28,38,28,19,9,13,4,102,8.5
Road,32,72,7,17,17,19,4,28,32,16,16,10,8,4,88,-3
Home,32,68,5,17,17,21,5,35,40,13,18,5,16,4,86,3
Road,40,93,12,31,23,27,19,30,49,20,19,12,14,7,115,-2
Home,41,78,11,22,14,21,3,31,34,20,19,6,19,7,107,2
Road,44,86,8,17,28,36,6,34,40,30,15,14,17,6,124,17
Home,49,98,12,35,7,8,9,37,46,35,29,9,23,5,117,-17
Road,26,83,6,20,23,25,14,29,43,11,23,10,15,3,81,13.5
Home,40,78,7,20,16,26,6,40,46,26,17,11,13,4,103,-13.5
Road,35,74,8,29,31,34,7,26,33,15,19,7,10,3,109,-3
Home,45,80,16,31,17,22,9,29,38,25,24,9,14,1,123,3
Road,39,86,11,27,19,31,12,32,44,24,16,9,12,6,108,1
Home,43,90,4,15,14,19,12,36,48,25,23,7,14,8,104,-1
Road,39,92,7,17,18,24,11,27,38,26,21,7,10,4,103,15
Home,48,95,8,28,17,20,16,37,53,36,19,7,11,10,121,-15
Road,34,78,9,24,20,23,8,41,49,21,28,5,22,2,97,14
Home,36,87,10,34,22,27,8,33,41,24,20,10,9,7,104,-14
Road,42,90,12,26,15,17,11,27,38,19,14,9,8,3,111,-4
Home,37,78,10,26,13,15,10,33,43,24,16,5,18,6,97,4
Road,34,78,6,20,12,18,12,29,41,19,17,6,15,4,86,-1
Home,33,80,10,33,12,14,13,27,40,19,20,9,12,4,88,1
Road,43,91,9,22,20,31,19,31,50,18,20,9,17,2,115,-2.5
Home,43,84,15,33,19,24,9,30,39,32,23,11,15,6,120,2.5
Road,37,83,7,25,10,14,10,39,49,23,17,10,10,6,91,-12
Home,32,90,4,19,13,17,16,33,49,12,16,6,12,1,81,12
Road,32,84,8,21,15,20,8,38,46,16,16,10,11,4,87,5
Home,33,76,12,32,17,21,5,36,41,23,19,4,13,12,95,-5
Road,35,78,3,14,25,28,12,29,41,18,12,6,12,7,98,5.5
Home,44,92,4,14,14,17,15,32,47,16,20,8,10,2,106,-5.5
Road,44,94,12,31,24,29,20,27,47,31,24,11,19,2,124,12
Home,42,74,14,33,17,28,5,21,26,26,24,13,18,12,115,-12
Road,36,80,11,21,22,31,13,30,43,25,17,11,15,4,105,4.5
Home,36,85,6,17,19,21,17,30,47,19,23,11,19,5,97,-4.5
Road,39,80,7,16,16,23,5,27,32,28,11,10,12,2,101,5
Home,45,83,12,25,10,11,7,36,43,33,22,8,15,2,112,-5
Road,39,92,10,25,11,20,16,29,45,24,17,9,14,5,99,16
Home,41,83,14,37,17,20,10,32,42,26,17,11,12,12,113,-16
Road,45,100,8,22,11,21,23,30,53,18,23,6,12,5,109,-1
Home,43,82,5,11,21,28,6,31,37,23,19,4,10,9,112,1
Road,43,91,4,16,19,30,12,47,59,19,23,6,9,8,109,-3
Home,32,91,14,37,24,36,15,31,46,25,20,7,9,5,102,3
Road,41,84,7,17,20,29,7,31,38,30,27,10,19,5,109,9.5
Home,44,78,6,14,30,38,4,30,34,35,23,6,14,9,124,-9.5
Road,38,86,6,19,17,23,11,25,36,19,23,5,12,1,99,7
Home,36,77,14,32,26,29,7,37,44,17,18,5,12,2,112,-7
Road,37,83,8,27,16,20,9,24,33,22,28,7,9,7,98,-2
Home,37,68,10,22,27,38,5,31,36,21,19,4,16,5,111,2
Road,34,81,11,24,23,27,10,24,34,18,23,9,13,5,102,2.5
Home,42,79,10,22,16,21,9,34,43,29,20,5,16,4,110,-2.5
Road,35,87,7,22,16,22,15,27,42,17,33,9,15,1,93,6.5
Home,30,60,12,31,31,39,6,32,38,18,17,7,17,6,103,-6.5
Road,36,85,3,14,23,28,8,37,45,20,12,6,10,8,98,2
Home,40,86,6,22,16,19,8,39,47,21,23,9,11,7,102,-2
Road,37,83,13,29,15,19,8,36,44,16,20,13,11,3,102,12
Home,36,82,11,31,16,23,9,38,47,14,15,7,18,6,99,-12
Road,43,83,10,25,25,31,11,42,53,27,25,6,17,8,121,2
Home,39,95,7,21,15,20,13,29,42,19,26,8,11,2,100,-2
Road,40,90,11,28,16,24,10,30,40,26,21,10,15,6,107,5.5
Home,46,88,17,33,9,11,5,39,44,31,22,10,17,10,118,-5.5
Road,39,87,10,36,12,13,7,41,48,20,14,3,11,7,100,-11.5
Home,37,96,7,21,18,20,17,37,54,19,16,8,6,4,99,11.5
Road,36,83,19,40,11,18,12,30,42,24,18,5,15,5,102,-7
Home,40,89,8,24,17,21,13,32,45,19,22,8,12,6,105,7
Road,41,84,5,13,19,25,13,24,37,24,18,8,11,7,106,7.5
Home,40,80,9,24,16,18,11,26,37,19,20,2,17,4,105,-7.5
Road,39,81,13,32,21,28,13,31,44,24,25,6,21,5,112,-8
Home,45,94,13,32,11,20,16,24,40,22,23,12,11,4,114,8
Road,28,81,12,33,30,35,9,37,46,21,25,7,15,2,98,-4.5
Home,42,80,9,21,20,28,4,44,48,27,23,8,12,5,113,4.5
Road,41,83,12,28,16,19,7,33,40,25,15,10,18,3,110,14
Home,50,98,17,41,13,18,16,32,48,30,15,11,13,5,130,-14
Road,30,74,8,30,23,33,5,42,47,18,29,6,14,5,91,5
Home,37,76,9,18,15,37,6,36,42,25,20,11,10,6,98,-5
Road,40,87,7,23,22,24,8,45,53,26,19,10,19,8,109,-2
Home,39,96,13,46,17,25,13,32,45,24,19,12,13,6,108,2
Road,36,79,12,31,16,21,11,38,49,19,14,7,9,8,100,-6
Home,32,80,6,27,14,19,6,35,41,18,19,6,11,7,84,6
Road,35,91,14,37,21,26,11,25,36,24,21,12,15,4,105,14.5
Home,48,86,11,27,22,27,14,44,58,34,22,10,20,4,129,-14.5
